ano,cod_produto,produto,uf,estado,municipio,qtd_produzida_ton,area_colhida_ha,valor_producao_reais
2021,41155,Limão,PR,Paraná,Apucarana,262,,218988
2022,41155,Limão,PR,Paraná,Apucarana,320,,430469
2023,41155,Limão,PR,Paraná,Apucarana,315,231,493442
2015,41176,Tangerina,PR,Paraná,APUCARANA,,454,1821299
2016,41176,Tangerina,PR,Paraná,Apucarana,2968,444,5251992
2017,41176,Tangerina,PR,Paraná,Apucarana,2434,495,3589036
2018,41176,Tangerina,PR,Paraná,Apucarana,,436,3688945
2019,41176,Tangerina,PR,Paraná,Apucarana,2200,520,2586178
2020,41176,Tangerina,PR,Paraná,Apucarana,2937,489,2798127
2021,41176,Tangerina,PR,Paraná,Apucarana,2811,447,2376597
2022,41176,Tangerina,PR,Paraná,apucarana,2178,522,2675621
2023,41176,Tangerina,PR,Paraná,APUCARANA,2181,508,1687393
2015,41160,Pomelo,PR,Paraná,Apucarana,386,226,434654
2016,41160,Pomelo,PR,Paraná,Apucarana,434,,453336
2017,41160,Pomelo,PR,Paraná,Apucarana,418,227,679677
2018,41160,Pomelo,PR,Paraná,Apucarana,424,250,386442
2019,41160,Pomelo,PR,Paraná,Apucarana,385,262,259085
2020,41160,Pomelo,PR,Paraná,Apucarana,423,226,554296
2021,41160,Pomelo,PR,Paraná,Apucarana,400,231,562796
2022,41160,Pomelo,PR,Paraná,Apucarana,369,235,464570
2023,41160,Pomelo,PR,Paraná,Apucarana,384,253,460168
2015,41151,Laranja,PR,Paraná,Campo Mourão,6591,697,4129792
2016,41151,Laranja,PR,Paraná,Campo Mourão,7786,654,8481477
2017,41151,Laranja,PR,Paraná,Campo Mourão,7398,709,4780947
2018,41151,Laranja,PR,Paraná,Campo Mourão,7821,676,7902030
2019,41151,Laranja,PR,Paraná,Campo Mourão,7159,706,3194085
2020,41151,Laranja,PR,Paraná,Campo Mourão,6549,755,2767639
2021,41151,Laranja,PR,Paraná,Campo Mourão,6295,737,5854877
2022,41151,Laranja,PR,Paraná,Campo Mourão,7317,794,3397126
2023,41151,Laranja,PR,Paraná,Campo Mourão,6859,730,7608830
2015,41155,Limão,PR,Paraná,campo mourão,335,397,582872
2016,41155,Limão,PR,Paraná,Campo Mourão,292,374,214800
2017,41155,Limão,PR,Paraná,Campo Mourão,293,351,230903
2018,41155,Limão,PR,Paraná,Campo Mourão,295,393,511190
2019,41155,Limão,PR,Paraná,CAMPO MOURÃO,286,385,203555
2020,41155,Limão,PR,Paraná,campo mourão,,373,497759
2021,41155,Limão,PR,Paraná,Campo Mourão,297,396,334401
2022,41155,Limão,PR,Paraná,Campo Mourão,338,362,525456
2023,41155,Limão,PR,Paraná,Campo Mourão,339,,617762
2015,41176,Tangerina,PR,Paraná,Campo Mourão,1716,135,1700992
2016,41176,Tangerina,PR,Paraná,CAMPO MOURÃO,1648,123,1422403
2017,41176,Tangerina,PR,Paraná,Campo Mourão,1586,114,2744701
2018,41176,Tangerina,PR,Paraná,Campo Mourão,1435,124,2732350
2019,41176,Tangerina,PR,Paraná,Campo Mourão,1550,118,1240660
2020,41176,Tangerina,PR,Paraná,Campo Mourão,1821,120,2808504
2021,41176,Tangerina,PR,Paraná,Campo Mourão,1749,119,1567623
2022,41176,Tangerina,PR,Paraná,Campo Mourão,1478,136,2754560
2023,41176,Tangerina,PR,Paraná,Campo Mourão,1457,116,1964561
2015,41160,Pomelo,PR,Paraná,Campo Mourão,1454,345,2725136
2016,41160,Pomelo,PR,Paraná,Campo Mourão,1659,337,1597171
2017,41160,Pomelo,PR,Paraná,Campo Mourão,1937,362,1507730
2018,41160,Pomelo,PR,Paraná,Campo Mourão,1523,349,1817209
2019,41160,Pomelo,PR,Paraná,Campo Mourão,1744,328,1068834
2020,41160,Pomelo,PR,Paraná,CAMPO MOURÃO,1793,331,1787172
2021,41160,Pomelo,PR,Paraná,Campo Mourão,1594,357,2493079
2022,41160,Pomelo,PR,Paraná,Campo Mourão,1579,390,1077411
2023,41160,Pomelo,PR,Paraná,Campo Mourão,1542,373,2918113
2015,41151,Laranja,PR,Paraná,Paranavaí,6407,236,6037437
2016,41151,Laranja,PR,Paraná,Paranavaí,6712,229,7282531
2017,41151,Laranja,PR,Paraná,Paranavaí,7026,254,5382098
2018,41151,Laranja,PR,Paraná,Paranavaí,-,256,5663690
2019,41151,Laranja,PR,Paraná,Paranavaí,7233,240,7763381
2020,41151,Laranja,PR,Paraná,PARANAVAÍ,7294,251,6380163
2021,41151,Laranja,PR,Paraná,Paranavaí,5777,243,5490387
2022,41151,Laranja,PR,Paraná,Paranavaí,6634,257,7243774
2023,41151,Laranja,PR,Paraná,Paranavaí,5453,,5098739
2015,41155,Limão,PR,Paraná,Paranavaí,1808,91,2310385
2016,41155,Limão,PR,Paraná,Paranavaí,1869,,1605182
2017,41155,Limão,PR,Paraná,Paranavaí,1644,98,2332195
2018,41155,Limão,PR,Paraná,Paranavaí,1863,91,2680379
2019,41155,Limão,PR,Paraná,Paranavaí,1492,,2070142
2020,41155,Limão,PR,Paraná,Paranavaí,,96,3219637
2021,41155,Limão,PR,Paraná,Paranavaí,1620,99,2548490
2022,41155,Limão,PR,Paraná,Paranavaí,1435,104,1337334
2023,41155,Limão,PR,Paraná,Paranavaí,1498,95,1168273
2015,41176,Tangerina,PR,Paraná,Paranavaí,3314,539,3961823
2016,41176,Tangerina,PR,Paraná,Paranavaí,4078,532,4571434
2017,41176,Tangerina,PR,Paraná,Paranavaí,4447,559,2829509
2018,41176,Tangerina,PR,Paraná,paranavaí,3292,582,3647362
2019,41176,Tangerina,PR,Paraná,Paranavaí,3680,620,4158713
2020,41176,Tangerina,PR,Paraná,Paranavaí,4234,565,5675864
2021,41176,Tangerina,PR,Paraná,Paranavaí,3423,617,3920665
2022,41176,Tangerina,PR,Paraná,Paranavaí,-,564,3323848
2023,41176,Tangerina,PR,Paraná,Paranavaí,3276,592,6435046
2015,41160,Pomelo,PR,Paraná,Paranavaí,836,276,1002256
2016,41160,Pomelo,PR,Paraná,Paranavaí,958,283,994242
2017,41160,Pomelo,PR,Paraná,Paranavaí,716,303,985089
2018,41160,Pomelo,PR,Paraná,Paranavaí,899,287,1187593
2019,41160,Pomelo,PR,Paraná,Paranavaí,948,303,1516633
2020,41160,Pomelo,PR,Paraná,Paranavaí,924,310,1237564
2021,41160,Pomelo,PR,Paraná,Paranavaí,842,273,593754
2022,41160,Pomelo,PR,Paraná,Paranavaí,801,266,1505610
2023,41160,Pomelo,PR,Paraná,Paranavaí,780,272,1273924
2015,41151,Laranja,PR,Paraná,Umuarama,,1227,1102505
2016,41151,Laranja,PR,Paraná,Umuarama,2122,1035,1580132
2017,41151,Laranja,PR,Paraná,Umuarama,1840,1209,1104198
2018,41151,Laranja,PR,Paraná,UMUARAMA,2028,1260,1875948
2019,41151,Laranja,PR,Paraná,umuarama,2465,1196,1204232
2020,41151,Laranja,PR,Paraná,Umuarama,2310,1250,2697523
2021,41151,Laranja,PR,Paraná,Umuarama,1926,1205,1972744
2022,41151,Laranja,PR,Paraná,UMUARAMA,2518,,1261263
2023,41151,Laranja,PR,Paraná,Umuarama,,1131,2130103
2015,41155,Limão,PR,Paraná,Umuarama,1452,297,1105012
2016,41155,Limão,PR,Paraná,Umuarama,1765,286,2863958
2017,41155,Limão,PR,Paraná,Umuarama,1417,304,
2018,41155,Limão,PR,Paraná,UMUARAMA,1553,312,2454085
2019,41155,Limão,PR,Paraná,Umuarama,1578,283,1189933
2020,41155,Limão,PR,Paraná,Umuarama,1449,279,2209149
2021,41155,Limão,PR,Paraná,Umuarama,1486,310,1587040
2022,41155,Limão,PR,Paraná,Umuarama,1543,330,2530681
2023,41155,Limão,PR,Paraná,Umuarama,1399,,2072453
2015,41176,Tangerina,PR,Paraná,Umuarama,2073,755,3977144
2016,41176,Tangerina,PR,Paraná,Umuarama,1873,759,2220436
2017,41176,Tangerina,PR,Paraná,Umuarama,2006,798,2972511
2018,41176,Tangerina,PR,Paraná,UMUARAMA,2310,766,2272596
2019,41176,Tangerina,PR,Paraná,UMUARAMA,2435,770,4237744
2020,41176,Tangerina,PR,Paraná,UMUARAMA,2068,822,2869345
2021,41176,Tangerina,PR,Paraná,Umuarama,2160,836,1322796
2022,41176,Tangerina,PR,Paraná,Umuarama,2353,787,2296340
2023,41176,Tangerina,PR,Paraná,Umuarama,2414,784,1897790
2015,41160,Pomelo,PR,Paraná,Umuarama,358,51,702075
2016,41160,Pomelo,PR,Paraná,Umuarama,386,,764035
2017,41160,Pomelo,PR,Paraná,Umuarama,314,45,477356
2018,41160,Pomelo,PR,Paraná,Umuarama,391,47,577398
2019,41160,Pomelo,PR,Paraná,Umuarama,356,53,410698
2020,41160,Pomelo,PR,Paraná,Umuarama,341,49,593966
2021,41160,Pomelo,PR,Paraná,Umuarama,320,53,558239
2022,41160,Pomelo,PR,Paraná,Umuarama,358,49,
2023,41160,Pomelo,PR,Paraná,Umuarama,298,45,525291
2015,41151,Laranja,BA,Bahia,Juazeiro,1685,1988,817344
2016,41151,Laranja,BA,Bahia,Juazeiro,1493,1801,792059
2017,41151,Laranja,BA,Bahia,Juazeiro,1284,1940,619211
2018,41151,Laranja,BA,Bahia,Juazeiro,1237,1795,640643
2019,41151,Laranja,BA,Bahia,Juazeiro,1617,1680,866141
2020,41151,Laranja,BA,Bahia,Juazeiro,1282,1976,1456222
2021,41151,Laranja,BA,Bahia,Juazeiro,1549,1694,1446485
2022,41151,Laranja,BA,Bahia,Juazeiro,1540,1979,
2023,41151,Laranja,BA,Bahia,JUAZEIRO,1537,1756,1095081
2015,41155,Limão,BA,Bahia,Juazeiro,27922,2150,20288846
2016,41155,Limão,BA,Bahia,Juazeiro,25820,2211,44175495
2017,41155,Limão,BA,Bahia,Juazeiro,24270,2265,32654416
2018,41155,Limão,BA,Bahia,JUAZEIRO,25821,,40909001
2019,41155,Limão,BA,Bahia,Juazeiro,,2455,46766884
2020,41155,Limão,BA,Bahia,JUAZEIRO,21482,2408,42116480
2021,41155,Limão,BA,Bahia,Juazeiro,21432,,33981464
2022,41155,Limão,BA,Bahia,JUAZEIRO,25578,,45334755
2023,41155,Limão,BA,Bahia,Juazeiro,20952,2281,36439629
2015,41176,Tangerina,BA,Bahia,juazeiro,2911,562,4931104
2016,41176,Tangerina,BA,Bahia,Juazeiro,3242,581,1994525
2017,41176,Tangerina,BA,Bahia,Juazeiro,3405,581,5424484
2018,41176,Tangerina,BA,Bahia,Juazeiro,2631,547,3858785
2019,41176,Tangerina,BA,Bahia,Juazeiro,3305,577,3432128
2020,41176,Tangerina,BA,Bahia,Juazeiro,2699,535,
2021,41176,Tangerina,BA,Bahia,JUAZEIRO,2573,592,4268941
2022,41176,Tangerina,BA,Bahia,Juazeiro,2772,636,3855063
2023,41176,Tangerina,BA,Bahia,Juazeiro,2518,564,2506324
2015,41160,Pomelo,BA,Bahia,Juazeiro,1357,387,2222809
2016,41160,Pomelo,BA,Bahia,Juazeiro,1605,422,1614898
2017,41160,Pomelo,BA,Bahia,Juazeiro,1757,419,2663450
2018,41160,Pomelo,BA,Bahia,Juazeiro,1638,428,1765733
2019,41160,Pomelo,BA,Bahia,Juazeiro,1760,416,2011130
2020,41160,Pomelo,BA,Bahia,Juazeiro,1560,419,1247487
2021,41160,Pomelo,BA,Bahia,Juazeiro,1355,380,2584904
2022,41160,Pomelo,BA,Bahia,Juazeiro,1700,375,2146361
2023,41160,Pomelo,BA,Bahia,Juazeiro,1596,358,2876956
2015,41151,Laranja,BA,Bahia,Petrolina,9896,948,7521690
2016,41151,Laranja,BA,Bahia,Petrolina,12527,1003,10630917
2017,41151,Laranja,BA,Bahia,Petrolina,10415,1037,9741362
2018,41151,Laranja,BA,Bahia,PETROLINA,10256,889,11975300
2019,41151,Laranja,BA,Bahia,Petrolina,10859,985,6190804
2020,41151,Laranja,BA,Bahia,Petrolina,10126,909,8653327
2021,41151,Laranja,BA,Bahia,Petrolina,-,909,7528733
2022,41151,Laranja,BA,Bahia,Petrolina,10604,884,11654015
2023,41151,Laranja,BA,Bahia,Petrolina,9785,1041,7268566
2015,41155,Limão,BA,Bahia,Petrolina,26349,1143,49473855
2016,41155,Limão,BA,Bahia,Petrolina,24542,1176,19694074
2017,41155,Limão,BA,Bahia,Petrolina,19270,1249,36754579
2018,41155,Limão,BA,Bahia,petrolina,24539,1271,47130909
2019,41155,Limão,BA,Bahia,Petrolina,24713,1085,38923581
2020,41155,Limão,BA,Bahia,Petrolina,24221,1263,27087772
2021,41155,Limão,BA,Bahia,Petrolina,22878,1273,26988609
2022,41155,Limão,BA,Bahia,Petrolina,26057,1148,29245597
2023,41155,Limão,BA,Bahia,Petrolina,24226,1189,38348054
2015,41176,Tangerina,BA,Bahia,Petrolina,1055,831,786128
2016,41176,Tangerina,BA,Bahia,Petrolina,1377,790,2468117
2017,41176,Tangerina,BA,Bahia,Petrolina,1435,742,2455646
2018,41176,Tangerina,BA,Bahia,Petrolina,1431,808,1875447
2019,41176,Tangerina,BA,Bahia,Petrolina,,689,2477559
2020,41176,Tangerina,BA,Bahia,Petrolina,1178,714,1650451
2021,41176,Tangerina,BA,Bahia,Petrolina,1069,831,1283594
2022,41176,Tangerina,BA,Bahia,Petrolina,1113,723,1774160
2023,41176,Tangerina,BA,Bahia,PETROLINA,1422,816,
2015,41160,Pomelo,BA,Bahia,Petrolina,1510,361,
2016,41160,Pomelo,BA,Bahia,Petrolina,1776,372,1529450
2017,41160,Pomelo,BA,Bahia,Petrolina,,344,
2018,41160,Pomelo,BA,Bahia,PETROLINA,1486,383,1146832
2019,41160,Pomelo,BA,Bahia,Petrolina,1892,382,1686077
2020,41160,Pomelo,BA,Bahia,Petrolina,1541,347,2844067
2021,41160,Pomelo,BA,Bahia,Petrolina,1790,362,3216151
2022,41160,Pomelo,BA,Bahia,Petrolina,1428,354,1365598
2023,41160,Pomelo,BA,Bahia,Petrolina,,343,2870612
2015,41151,Laranja,BA,Bahia,Feira de Santana,7264,391,4615957
2016,41151,Laranja,BA,Bahia,Feira de Santana,6828,402,7578068
2017,41151,Laranja,BA,Bahia,Feira de Santana,8371,423,6615311
2018,41151,Laranja,BA,Bahia,feira de santana,7907,382,6750313
2019,41151,Laranja,BA,Bahia,feira de santana,7669,394,4868118
2020,41151,Laranja,BA,Bahia,Feira de Santana,6845,374,7068948
2021,41151,Laranja,BA,Bahia,Feira de Santana,6702,373,2739246
2022,41151,Laranja,BA,Bahia,Feira de Santana,7356,395,6045233
2023,41151,Laranja,BA,Bahia,Feira de Santana,6584,418,4855042
2015,41155,Limão,BA,Bahia,Feira de Santana,25111,680,19429127
2016,41155,Limão,BA,Bahia,Feira de Santana,22670,740,44957708
2017,41155,Limão,BA,Bahia,Feira de Santana,24602,627,36969079
2018,41155,Limão,BA,Bahia,Feira de Santana,23445,677,32331364
2019,41155,Limão,BA,Bahia,FEIRA DE SANTANA,24114,755,
2020,41155,Limão,BA,Bahia,Feira de Santana,18211,636,19158020
2021,41155,Limão,BA,Bahia,Feira de Santana,20735,746,41167083
2022,41155,Limão,BA,Bahia,Feira de Santana,24807,632,26321729
2023,41155,Limão,BA,Bahia,Feira de Santana,21382,639,38629851
2015,41176,Tangerina,BA,Bahia,Feira de Santana,1538,643,2346644
2016,41176,Tangerina,BA,Bahia,Feira de Santana,1423,581,1966474
2017,41176,Tangerina,BA,Bahia,Feira de Santana,1758,578,1087110
2018,41176,Tangerina,BA,Bahia,Feira de Santana,1569,637,2827090
2019,41176,Tangerina,BA,Bahia,Feira de Santana,1729,598,1917636
2020,41176,Tangerina,BA,Bahia,Feira de Santana,1414,591,1456427
2021,41176,Tangerina,BA,Bahia,Feira de Santana,-,683,1202269
2022,41176,Tangerina,BA,Bahia,Feira de Santana,1490,589,1941569
2023,41176,Tangerina,BA,Bahia,Feira de Santana,1639,624,1658025
2015,41160,Pomelo,BA,Bahia,Feira de Santana,,81,1441877
2016,41160,Pomelo,BA,Bahia,Feira de Santana,1576,78,1810306
2017,41160,Pomelo,BA,Bahia,Feira de Santana,1658,72,1663288
2018,41160,Pomelo,BA,Bahia,Feira de Santana,1505,72,2813348
2019,41160,Pomelo,BA,Bahia,FEIRA DE SANTANA,1340,67,1694350
2020,41160,Pomelo,BA,Bahia,Feira de Santana,1605,80,2297729
2021,41160,Pomelo,BA,Bahia,Feira de Santana,1674,76,3325532
2022,41160,Pomelo,BA,Bahia,Feira de Santana,1421,78,1753034
2023,41160,Pomelo,BA,Bahia,Feira de Santana,1277,72,2035818
2015,41151,Laranja,BA,Bahia,Vitória da Conquista,5052,786,2104571
2016,41151,Laranja,BA,Bahia,Vitória da Conquista,4368,788,5148266
2017,41151,Laranja,BA,Bahia,Vitória da Conquista,5485,808,5172581
2018,41151,Laranja,BA,Bahia,VITÓRIA DA CONQUISTA,5041,810,3593330
2019,41151,Laranja,BA,Bahia,Vitória da Conquista,4795,728,4267041
2020,41151,Laranja,BA,Bahia,Vitória da Conquista,5491,751,5207781
2021,41151,Laranja,BA,Bahia,VITÓRIA DA CONQUISTA,,720,4637633
2022,41151,Laranja,BA,Bahia,Vitória da Conquista,,741,4142568
2023,41151,Laranja,BA,Bahia,Vitória da Conquista,5180,700,2428398
2015,41155,Limão,BA,Bahia,Vitória da Conquista,12245,612,21262128
2016,41155,Limão,BA,Bahia,Vitória da Conquista,11558,607,16059501
2017,41155,Limão,BA,Bahia,Vitória da Conquista,10890,637,11123995
2018,41155,Limão,BA,Bahia,Vitória da Conquista,13863,623,11007968
2019,41155,Limão,BA,Bahia,Vitória da Conquista,-,620,14166329
2020,41155,Limão,BA,Bahia,Vitória da Conquista,11559,598,15224237
2021,41155,Limão,BA,Bahia,VITÓRIA DA CONQUISTA,11922,618,7252557
2022,41155,Limão,BA,Bahia,Vitória da Conquista,10565,672,15951374
2023,41155,Limão,BA,Bahia,Vitória da Conquista,10589,661,16351302
2015,41176,Tangerina,BA,Bahia,VITÓRIA DA CONQUISTA,4209,247,7547401
2016,41176,Tangerina,BA,Bahia,Vitória da Conquista,-,247,3500246
2017,41176,Tangerina,BA,Bahia,Vitória da Conquista,5125,236,3474311
2018,41176,Tangerina,BA,Bahia,Vitória da Conquista,4695,254,7295319
2019,41176,Tangerina,BA,Bahia,Vitória da Conquista,5104,246,4282693
2020,41176,Tangerina,BA,Bahia,Vitória da Conquista,5315,238,8157353
2021,41176,Tangerina,BA,Bahia,vitória da conquista,,236,5441429
2022,41176,Tangerina,BA,Bahia,Vitória da Conquista,5237,261,6572801
2023,41176,Tangerina,BA,Bahia,Vitória da Conquista,4630,231,7355747
2015,41160,Pomelo,BA,Bahia,Vitória da Conquista,862,301,853100
2016,41160,Pomelo,BA,Bahia,Vitória da Conquista,773,283,1176939
2017,41160,Pomelo,BA,Bahia,Vitória da Conquista,759,310,825285
2018,41160,Pomelo,BA,Bahia,Vitória da Conquista,700,262,1335549
2019,41160,Pomelo,BA,Bahia,VITÓRIA DA CONQUISTA,736,307,620887
2020,41160,Pomelo,BA,Bahia,Vitória da Conquista,835,263,1490911
2021,41160,Pomelo,BA,Bahia,Vitória da Conquista,759,296,856668
2022,41160,Pomelo,BA,Bahia,Vitória da Conquista,749,267,619367
2023,41160,Pomelo,BA,Bahia,Vitória da Conquista,850,268,1473910
2015,41151,Laranja,BA,Bahia,Barreiras,7714,1728,7048944
2016,41151,Laranja,BA,Bahia,BARREIRAS,7454,1615,3803767
2017,41151,Laranja,BA,Bahia,Barreiras,6193,1687,3954735
2018,41151,Laranja,BA,Bahia,Barreiras,8206,1731,4932671
2019,41151,Laranja,BA,Bahia,Barreiras,7353,1709,8422473
2020,41151,Laranja,BA,Bahia,Barreiras,,1730,4340245
2021,41151,Laranja,BA,Bahia,BARREIRAS,7287,1671,8302366
2022,41151,Laranja,BA,Bahia,Barreiras,8223,,7914412
2023,41151,Laranja,BA,Bahia,BARREIRAS,7440,1463,6258083
2015,41155,Limão,BA,Bahia,BARREIRAS,23030,1402,
2016,41155,Limão,BA,Bahia,Barreiras,23910,1510,32227337
2017,41155,Limão,BA,Bahia,Barreiras,23854,1477,28663112
2018,41155,Limão,BA,Bahia,Barreiras,,1334,25449574
2019,41155,Limão,BA,Bahia,Barreiras,-,1441,47794907
2020,41155,Limão,BA,Bahia,Barreiras,18700,1379,28373370
2021,41155,Limão,BA,Bahia,Barreiras,18936,1350,25773878
2022,41155,Limão,BA,Bahia,Barreiras,23479,1547,39733318
2023,41155,Limão,BA,Bahia,Barreiras,21982,1295,40899610
2015,41176,Tangerina,BA,Bahia,Barreiras,4531,339,
2016,41176,Tangerina,BA,Bahia,Barreiras,5254,366,3308998
2017,41176,Tangerina,BA,Bahia,Barreiras,,359,4714982
2018,41176,Tangerina,BA,Bahia,Barreiras,4889,346,3147677
2019,41176,Tangerina,BA,Bahia,Barreiras,5354,,8858973
2020,41176,Tangerina,BA,Bahia,Barreiras,5283,364,8734706
2021,41176,Tangerina,BA,Bahia,Barreiras,5610,338,6694800
2022,41176,Tangerina,BA,Bahia,Barreiras,5613,318,10500787
2023,41176,Tangerina,BA,Bahia,Barreiras,4517,340,2954337
2015,41160,Pomelo,BA,Bahia,BARREIRAS,118,116,
2016,41160,Pomelo,BA,Bahia,BARREIRAS,107,109,159733
2017,41160,Pomelo,BA,Bahia,Barreiras,143,114,276649
2018,41160,Pomelo,BA,Bahia,Barreiras,115,105,209269
2019,41160,Pomelo,BA,Bahia,barreiras,124,108,170471
2020,41160,Pomelo,BA,Bahia,Barreiras,,120,191283
2021,41160,Pomelo,BA,Bahia,barreiras,114,114,200730
2022,41160,Pomelo,BA,Bahia,barreiras,131,109,257433
2023,41160,Pomelo,BA,Bahia,Barreiras,121,108,98020
2015,41151,Laranja,BA,Bahia,Ilhéus,18391,,10517720
2016,41151,Laranja,BA,Bahia,Ilhéus,15461,1651,17755633
2017,41151,Laranja,BA,Bahia,Ilhéus,,1929,15847181
2018,41151,Laranja,BA,Bahia,Ilhéus,16711,1711,9933998
2019,41151,Laranja,BA,Bahia,Ilhéus,16408,1887,18117408
2020,41151,Laranja,BA,Bahia,Ilhéus,18529,1785,13620300
2021,41151,Laranja,BA,Bahia,Ilhéus,17378,1834,8871679
2022,41151,Laranja,BA,Bahia,ILHÉUS,20731,1831,18784438
2023,41151,Laranja,BA,Bahia,ILHÉUS,15707,1718,13251415
2015,41155,Limão,BA,Bahia,Ilhéus,20623,656,16195837
2016,41155,Limão,BA,Bahia,Ilhéus,19782,623,15165702
2017,41155,Limão,BA,Bahia,Ilhéus,16551,626,18155465
2018,41155,Limão,BA,Bahia,Ilhéus,19278,554,16517989
2019,41155,Limão,BA,Bahia,Ilhéus,20013,582,30202952
2020,41155,Limão,BA,Bahia,Ilhéus,16877,573,18186049
2021,41155,Limão,BA,Bahia,Ilhéus,18304,576,15554412
2022,41155,Limão,BA,Bahia,Ilhéus,19543,606,28565387
2023,41155,Limão,BA,Bahia,Ilhéus,21856,572,41193539
2015,41176,Tangerina,BA,Bahia,ilhéus,2472,698,1577853
2016,41176,Tangerina,BA,Bahia,Ilhéus,2467,601,2181808
2017,41176,Tangerina,BA,Bahia,Ilhéus,2078,613,3301632
2018,41176,Tangerina,BA,Bahia,Ilhéus,2583,695,1970952
2019,41176,Tangerina,BA,Bahia,Ilhéus,2232,635,3309773
2020,41176,Tangerina,BA,Bahia,ilhéus,2178,722,3728466
2021,41176,Tangerina,BA,Bahia,Ilhéus,2324,599,1839735
2022,41176,Tangerina,BA,Bahia,Ilhéus,2454,696,2443299
2023,41176,Tangerina,BA,Bahia,Ilhéus,1867,607,2578013
2015,41160,Pomelo,BA,Bahia,Ilhéus,1373,169,2086571
2016,41160,Pomelo,BA,Bahia,Ilhéus,1441,166,1585069
2017,41160,Pomelo,BA,Bahia,Ilhéus,1223,185,1290944
2018,41160,Pomelo,BA,Bahia,Ilhéus,1398,176,2353049
2019,41160,Pomelo,BA,Bahia,Ilhéus,1225,170,2261025
2020,41160,Pomelo,BA,Bahia,Ilhéus,1268,168,1468535
2021,41160,Pomelo,BA,Bahia,Ilhéus,1232,166,1726657
2022,41160,Pomelo,BA,Bahia,Ilhéus,1241,173,779208
2023,41160,Pomelo,BA,Bahia,Ilhéus,1428,171,2166139
2015,41151,Laranja,BA,Bahia,ITABUNA,9488,859,6311433
2016,41151,Laranja,BA,Bahia,Itabuna,7293,863,3515346
2017,41151,Laranja,BA,Bahia,Itabuna,9407,753,5813211
2018,41151,Laranja,BA,Bahia,ITABUNA,7995,728,3670601
2019,41151,Laranja,BA,Bahia,Itabuna,9569,810,4990023
2020,41151,Laranja,BA,Bahia,Itabuna,8146,795,3411101
2021,41151,Laranja,BA,Bahia,Itabuna,8055,729,9452615
2022,41151,Laranja,BA,Bahia,Itabuna,7285,793,5208164
2023,41151,Laranja,BA,Bahia,Itabuna,8353,751,5812496
2015,41155,Limão,BA,Bahia,Itabuna,7360,3001,9463017
2016,41155,Limão,BA,Bahia,Itabuna,8425,2647,14106583
2017,41155,Limão,BA,Bahia,Itabuna,8421,2744,5118287
2018,41155,Limão,BA,Bahia,Itabuna,8654,2697,13780763
2019,41155,Limão,BA,Bahia,Itabuna,8781,2727,14573311
2020,41155,Limão,BA,Bahia,Itabuna,7010,2754,5881466
2021,41155,Limão,BA,Bahia,Itabuna,7701,2760,7792742
2022,41155,Limão,BA,Bahia,Itabuna,8649,2596,11525239
2023,41155,Limão,BA,Bahia,Itabuna,8147,3041,15462284
2015,41176,Tangerina,BA,Bahia,Itabuna,572,395,396892
2016,41176,Tangerina,BA,Bahia,Itabuna,556,387,698431
2017,41176,Tangerina,BA,Bahia,Itabuna,670,405,1171867
2018,41176,Tangerina,BA,Bahia,Itabuna,541,428,824004
2019,41176,Tangerina,BA,Bahia,Itabuna,512,450,728188
2020,41176,Tangerina,BA,Bahia,Itabuna,647,456,993724
2021,41176,Tangerina,BA,Bahia,ITABUNA,646,394,536661
2022,41176,Tangerina,BA,Bahia,Itabuna,590,419,903159
2023,41176,Tangerina,BA,Bahia,Itabuna,566,422,586640
2015,41160,Pomelo,BA,Bahia,Itabuna,1515,205,2097790
2016,41160,Pomelo,BA,Bahia,Itabuna,1347,173,1497812
2017,41160,Pomelo,BA,Bahia,Itabuna,1647,208,
2018,41160,Pomelo,BA,Bahia,itabuna,1190,184,870784
2019,41160,Pomelo,BA,Bahia,Itabuna,1314,191,869190
2020,41160,Pomelo,BA,Bahia,Itabuna,1585,208,3163856
2021,41160,Pomelo,BA,Bahia,Itabuna,1559,174,998339
2022,41160,Pomelo,BA,Bahia,Itabuna,1380,205,936284
2023,41160,Pomelo,BA,Bahia,Itabuna,1276,196,795387
2015,41151,Laranja,BA,Bahia,Jequié,11111,1298,8145507
2016,41151,Laranja,BA,Bahia,Jequié,12194,1174,5311788
2017,41151,Laranja,BA,Bahia,Jequié,15088,1209,12801376
2018,41151,Laranja,BA,Bahia,JEQUIÉ,11429,1362,6240242
2019,41151,Laranja,BA,Bahia,Jequié,11777,1133,10721268
2020,41151,Laranja,BA,Bahia,Jequié,15095,1348,15063704
2021,41151,Laranja,BA,Bahia,Jequié,13475,1235,14394267
2022,41151,Laranja,BA,Bahia,Jequié,11447,1220,7908624
2023,41151,Laranja,BA,Bahia,Jequié,15125,1278,7934021
2015,41155,Limão,BA,Bahia,Jequié,13922,1475,19104543
2016,41155,Limão,BA,Bahia,Jequié,13534,1462,17916874
2017,41155,Limão,BA,Bahia,Jequié,15431,1457,16222932
2018,41155,Limão,BA,Bahia,Jequié,13896,1457,11977742
2019,41155,Limão,BA,Bahia,Jequié,15232,1374,23949240
2020,41155,Limão,BA,Bahia,Jequié,14592,1322,9574986
2021,41155,Limão,BA,Bahia,Jequié,14322,1286,20172296
